ingredient_id,ingredient_name,language,stage1_status,stage2_status,last_updated,notes
1214,Midori or other melon liqueur,ENG,pending,completed,2025-08-20T19:29:47.136390,
1219,Chilled purple grape juice,ENG,completed,pending,2025-08-20T19:29:52.073463,
1215,Ginger beer (or ginger ale),ENG,completed,pending,2025-08-20T19:29:53.251794,
1217,"Ginger-infused vodka (see page
70)",ENG,completed,pending,2025-08-20T19:29:55.247829,
1216,"Seeded, peeled, cubed papaya",ENG,completed,pending,2025-08-20T19:29:56.375473,
1218,Chilled premium sake,ENG,completed,pending,2025-08-20T19:29:56.981507,
1219,Chilled purple grape juice,ENG,pending,skipped,2025-08-20T19:29:57.993436,No subcategories available
1218,Chilled premium sake,ENG,pending,skipped,2025-08-20T19:29:57.993387,No subcategories available
1216,"Seeded, peeled, cubed papaya",ENG,pending,skipped,2025-08-20T19:29:57.995702,No subcategories available
1217,"Ginger-infused vodka (see page
70)",ENG,pending,completed,2025-08-20T19:30:01.539217,
1215,Ginger beer (or ginger ale),ENG,pending,completed,2025-08-20T19:30:01.695106,
1223,"Peppermint schnapps (or white
crème de menthe)",ENG,completed,pending,2025-08-20T19:30:07.264346,
1220,Dry sake,ENG,completed,pending,2025-08-20T19:30:07.624222,
1224,Rye (or blended whiskey),ENG,completed,pending,2025-08-20T19:30:07.937368,
1221,Lemon-flavored vodka),ENG,completed,pending,2025-08-20T19:30:10.633144,
1222,Midori (or other melon-flavored liquer),ENG,completed,pending,2025-08-20T19:30:11.122318,
1220,Dry sake,ENG,pending,skipped,2025-08-20T19:30:12.128705,No subcategories available
1224,Rye (or blended whiskey),ENG,pending,skipped,2025-08-20T19:30:12.134852,No subcategories available
1223,"Peppermint schnapps (or white
crème de menthe)",ENG,pending,completed,2025-08-20T19:30:16.036128,
1221,Lemon-flavored vodka),ENG,pending,completed,2025-08-20T19:30:16.036574,
1222,Midori (or other melon-flavored liquer),ENG,pending,completed,2025-08-20T19:30:16.634540,
1229,Milk (or 3 ounces half-and-half),ENG,completed,pending,2025-08-20T19:30:22.591273,
1227,Vanilla beans,ENG,completed,pending,2025-08-20T19:30:23.296130,
1228,"Cointreau (or maraschino
liqueur)",ENG,completed,pending,2025-08-20T19:30:24.740300,
1225,Absinthe substitute (pernod or anisette),ENG,completed,pending,2025-08-20T19:30:25.181757,
1226,Bourbon (or blended whiskey),ENG,completed,pending,2025-08-20T19:30:26.276192,
1229,Milk (or 3 ounces half-and-half),ENG,pending,skipped,2025-08-20T19:30:27.291571,No subcategories available
1227,Vanilla beans,ENG,pending,skipped,2025-08-20T19:30:27.292342,No subcategories available
1226,Bourbon (or blended whiskey),ENG,pending,skipped,2025-08-20T19:30:27.291451,No subcategories available
1228,"Cointreau (or maraschino
liqueur)",ENG,pending,completed,2025-08-20T19:30:30.635231,
1225,Absinthe substitute (pernod or anisette),ENG,pending,completed,2025-08-20T19:30:32.055557,
1232,Lemon or tangerine,ENG,completed,pending,2025-08-20T19:30:37.434917,
1231,"Bourbon (or blended canadian
whisky)",ENG,completed,pending,2025-08-20T19:30:38.016084,
1230,Scotch or bourbon,ENG,completed,pending,2025-08-20T19:30:38.452161,
1234,Bourbon (or rye),ENG,completed,pending,2025-08-20T19:30:40.410776,
1233,"Rye, bourbon, or blended
canadian whisky",ENG,completed,pending,2025-08-20T19:30:40.564976,
1231,"Bourbon (or blended canadian
whisky)",ENG,pending,skipped,2025-08-20T19:30:41.570828,No subcategories available
1230,Scotch or bourbon,ENG,pending,skipped,2025-08-20T19:30:41.571022,No subcategories available
1232,Lemon or tangerine,ENG,pending,skipped,2025-08-20T19:30:41.571089,No subcategories available
1234,Bourbon (or rye),ENG,pending,skipped,2025-08-20T19:30:41.571343,No subcategories available
1233,"Rye, bourbon, or blended
canadian whisky",ENG,pending,skipped,2025-08-20T19:30:41.571229,No subcategories available
1235,Pernod (or herbsaint),ENG,completed,pending,2025-08-20T19:30:47.576063,
1238,Herbsaint (or pernod or ricard),ENG,completed,pending,2025-08-20T19:30:47.805114,
1239,Seagram’s 7 crown whiskey,ENG,completed,pending,2025-08-20T19:30:47.825648,
1237,Peychaud’s or angostura bitters,ENG,completed,pending,2025-08-20T19:30:47.991572,
1236,Cognac (or bourbon or rye),ENG,completed,pending,2025-08-20T19:30:48.628195,
1239,Seagram’s 7 crown whiskey,ENG,pending,skipped,2025-08-20T19:30:49.642075,No subcategories available
1236,Cognac (or bourbon or rye),ENG,pending,completed,2025-08-20T19:30:52.951698,
1237,Peychaud’s or angostura bitters,ENG,pending,completed,2025-08-20T19:30:53.120394,
1238,Herbsaint (or pernod or ricard),ENG,pending,completed,2025-08-20T19:30:53.489534,
1235,Pernod (or herbsaint),ENG,pending,completed,2025-08-20T19:30:54.107943,
1243,Chilled white wine,ENG,completed,pending,2025-08-20T19:30:59.658492,
1242,Blended or other whiskey,ENG,completed,pending,2025-08-20T19:31:00.213968,
1244,"Chilled light, dry red wine",ENG,completed,pending,2025-08-20T19:31:02.115567,
1241,Lemon or orange,ENG,completed,pending,2025-08-20T19:31:03.051477,
1240,"Blended canadian whisky or
bourbon",ENG,completed,pending,2025-08-20T19:31:03.462239,
1242,Blended or other whiskey,ENG,pending,skipped,2025-08-20T19:31:04.465926,No subcategories available
1244,"Chilled light, dry red wine",ENG,pending,skipped,2025-08-20T19:31:04.466092,No subcategories available
1243,Chilled white wine,ENG,pending,skipped,2025-08-20T19:31:04.466137,No subcategories available
1241,Lemon or orange,ENG,pending,skipped,2025-08-20T19:31:04.466020,No subcategories available
1240,"Blended canadian whisky or
bourbon",ENG,pending,skipped,2025-08-20T19:31:04.465792,No subcategories available
1249,Chilled dry red wine,ENG,completed,pending,2025-08-20T19:31:10.210786,
1247,Chilled dry white wine,ENG,completed,pending,2025-08-20T19:31:10.652339,
1245,"Bottle dry red wine, chilled",ENG,completed,pending,2025-08-20T19:31:11.642005,
1248,"Chilled dry white wine (such as
chardonnay, pinot gris, or sauvignon
blanc)",ENG,completed,pending,2025-08-20T19:31:14.990748,
1246,"Bottle club soda, chilled",ENG,completed,pending,2025-08-20T19:31:15.614965,
1246,"Bottle club soda, chilled",ENG,pending,skipped,2025-08-20T19:31:16.623070,No subcategories available
1248,"Chilled dry white wine (such as
chardonnay, pinot gris, or sauvignon
blanc)",ENG,pending,skipped,2025-08-20T19:31:16.622113,No subcategories available
1247,Chilled dry white wine,ENG,pending,skipped,2025-08-20T19:31:16.621530,No subcategories available
1249,Chilled dry red wine,ENG,pending,skipped,2025-08-20T19:31:16.623246,No subcategories available
1245,"Bottle dry red wine, chilled",ENG,pending,skipped,2025-08-20T19:31:16.624055,No subcategories available
1252,Dry (fino) sherry,ENG,completed,pending,2025-08-20T19:31:22.322304,
1250,Chilled lemon-lime soda,ENG,completed,pending,2025-08-20T19:31:23.207053,
1254,Dry rosé wine,ENG,completed,pending,2025-08-20T19:31:23.584332,
1251,Peychaud’s or orange bitters,ENG,completed,pending,2025-08-20T19:31:24.542400,
1253,Orange or lemon,ENG,completed,pending,2025-08-20T19:31:24.849106,
1250,Chilled lemon-lime soda,ENG,pending,skipped,2025-08-20T19:31:25.859737,No subcategories available
1252,Dry (fino) sherry,ENG,pending,skipped,2025-08-20T19:31:25.861519,No subcategories available
1253,Orange or lemon,ENG,pending,skipped,2025-08-20T19:31:25.859886,No subcategories available
1254,Dry rosé wine,ENG,pending,skipped,2025-08-20T19:31:25.861460,No subcategories available
1251,Peychaud’s or orange bitters,ENG,pending,completed,2025-08-20T19:31:34.169969,
1258,"Lemon, cut into strips",ENG,completed,pending,2025-08-20T19:31:40.316147,
1255,Pale dry sherry,ENG,completed,pending,2025-08-20T19:31:40.668660,
1257,"Orange, cut into strips",ENG,completed,pending,2025-08-20T19:31:40.871743,
1259,"Hot, freshly brewed coffee",ENG,completed,pending,2025-08-20T19:31:41.061213,
1256,Bottles dry red wine,ENG,completed,pending,2025-08-20T19:31:41.798725,
1257,"Orange, cut into strips",ENG,pending,skipped,2025-08-20T19:31:42.808035,No subcategories available
1255,Pale dry sherry,ENG,pending,skipped,2025-08-20T19:31:42.806771,No subcategories available
1258,"Lemon, cut into strips",ENG,pending,skipped,2025-08-20T19:31:42.807512,No subcategories available
1256,Bottles dry red wine,ENG,pending,skipped,2025-08-20T19:31:42.809839,No subcategories available
1259,"Hot, freshly brewed coffee",ENG,pending,skipped,2025-08-20T19:31:42.809422,No subcategories available
1263,Dry white wine,ENG,completed,pending,2025-08-20T19:31:47.889743,
1260,"Hot milk (or 6 ounces hot milk
and 6 ounces hot water)",ENG,completed,pending,2025-08-20T19:31:49.013754,
1262,Granulated or brown sugar,ENG,completed,pending,2025-08-20T19:31:49.213938,
1264,Apricot liqueur (or brandy),ENG,completed,pending,2025-08-20T19:31:49.261050,
1261,"Freshly grated or ground
nutmeg",ENG,completed,pending,2025-08-20T19:31:49.740079,
1263,Dry white wine,ENG,pending,skipped,2025-08-20T19:31:50.750457,No subcategories available
1262,Granulated or brown sugar,ENG,pending,skipped,2025-08-20T19:31:50.751562,No subcategories available
1261,"Freshly grated or ground
nutmeg",ENG,pending,skipped,2025-08-20T19:31:50.749961,No subcategories available
1260,"Hot milk (or 6 ounces hot milk
and 6 ounces hot water)",ENG,pending,skipped,2025-08-20T19:31:50.751477,No subcategories available
1264,Apricot liqueur (or brandy),ENG,pending,completed,2025-08-20T19:31:55.648021,
1267,"Frozen lemonade concentrate
(thawed)",ENG,completed,pending,2025-08-20T19:32:01.611376,
1266,Lime-flavored ice cubes( made from limeade) or regular ice cubes,ENG,completed,pending,2025-08-20T19:32:01.611666,
1265,Cointreau (or curaçao),ENG,completed,pending,2025-08-20T19:32:02.112314,
1268,"Chilled muscat white
wine",ENG,completed,pending,2025-08-20T19:32:03.351899,
1269,Chilled light rum,ENG,completed,pending,2025-08-20T19:32:03.476142,
1268,"Chilled muscat white
wine",ENG,pending,skipped,2025-08-20T19:32:04.483589,No subcategories available
1266,Lime-flavored ice cubes( made from limeade) or regular ice cubes,ENG,pending,skipped,2025-08-20T19:32:04.482424,No subcategories available
1267,"Frozen lemonade concentrate
(thawed)",ENG,pending,skipped,2025-08-20T19:32:04.481357,No subcategories available
1269,Chilled light rum,ENG,pending,completed,2025-08-20T19:32:08.790846,
1265,Cointreau (or curaçao),ENG,pending,completed,2025-08-20T19:32:10.416604,
1271,"Strawberries, hulled and sliced",ENG,completed,pending,2025-08-20T19:32:15.749206,
1273,Chilled brandy,ENG,completed,pending,2025-08-20T19:32:15.895554,
1272,Chilled dark rum,ENG,completed,pending,2025-08-20T19:32:16.184148,
1270,Chilled apricot nectar,ENG,completed,pending,2025-08-20T19:32:16.550364,
1274,"Chilled dry red wine
(preferably a rioja)",ENG,completed,pending,2025-08-20T19:32:16.690176,
1270,Chilled apricot nectar,ENG,pending,skipped,2025-08-20T19:32:17.698845,No subcategories available
1274,"Chilled dry red wine
(preferably a rioja)",ENG,pending,skipped,2025-08-20T19:32:17.701411,No subcategories available
1271,"Strawberries, hulled and sliced",ENG,pending,skipped,2025-08-20T19:32:17.701707,No subcategories available
1273,Chilled brandy,ENG,pending,completed,2025-08-20T19:32:21.268627,
1272,Chilled dark rum,ENG,pending,completed,2025-08-20T19:32:23.763322,
1277,Cubed fresh or frozen pineapple,ENG,completed,pending,2025-08-20T19:32:29.331625,
1276,"Diced fresh coconut meat (or 2
ounces coconut milk)",ENG,completed,pending,2025-08-20T19:32:29.332202,
1278,"Banana, peeled and slice",ENG,completed,pending,2025-08-20T19:32:29.606380,
1275,"Peaches, pitted and sliced",ENG,completed,pending,2025-08-20T19:32:29.611635,
1279,"Pears, cored and sliced",ENG,completed,pending,2025-08-20T19:32:29.936402,
1275,"Peaches, pitted and sliced",ENG,pending,skipped,2025-08-20T19:32:30.945308,No subcategories available
1278,"Banana, peeled and slice",ENG,pending,skipped,2025-08-20T19:32:30.945990,No subcategories available
1279,"Pears, cored and sliced",ENG,pending,skipped,2025-08-20T19:32:30.945889,No subcategories available
1276,"Diced fresh coconut meat (or 2
ounces coconut milk)",ENG,pending,skipped,2025-08-20T19:32:30.945193,No subcategories available
1277,Cubed fresh or frozen pineapple,ENG,pending,skipped,2025-08-20T19:32:30.945922,No subcategories available
1282,"Chilled champagne or other
sparkling wine",ENG,completed,pending,2025-08-20T19:32:37.269919,
1283,Freezer-chilled vodka,ENG,completed,pending,2025-08-20T19:32:38.266925,
1284,Chilled vodka,ENG,completed,pending,2025-08-20T19:32:38.686692,
1280,"Granny smith apples, cored and sliced",ENG,completed,pending,2025-08-20T19:32:40.111628,
1281,"Fresh
mint leaves (approximately 20 leaves)",ENG,completed,pending,2025-08-20T19:33:38.788111,
1282,"Chilled champagne or other
sparkling wine",ENG,pending,skipped,2025-08-20T19:33:39.797581,No subcategories available
1280,"Granny smith apples, cored and sliced",ENG,pending,skipped,2025-08-20T19:33:39.797518,No subcategories available
1281,"Fresh
mint leaves (approximately 20 leaves)",ENG,pending,skipped,2025-08-20T19:33:39.797737,No subcategories available
1284,Chilled vodka,ENG,pending,completed,2025-08-20T19:33:43.609494,
1283,Freezer-chilled vodka,ENG,pending,completed,2025-08-20T19:33:45.240255,
1289,"Godiva chocolate liqueur (or
crème de cacao)",ENG,completed,pending,2025-08-20T19:33:50.990291,
1288,"Green tabasco (or other hot
sauce), or to taste",ENG,completed,pending,2025-08-20T19:33:51.027795,
1285,"Rose’s lime juice (or fresh lime
juice)",ENG,completed,pending,2025-08-20T19:33:52.097011,
1286,Freezer-chilled citron vodka,ENG,completed,pending,2025-08-20T19:33:53.403063,
1287,"Salsa (medium to hot,
according to taste)",ENG,completed,pending,2025-08-20T19:33:53.741916,
1288,"Green tabasco (or other hot
sauce), or to taste",ENG,pending,skipped,2025-08-20T19:33:54.748920,No subcategories available
1285,"Rose’s lime juice (or fresh lime
juice)",ENG,pending,skipped,2025-08-20T19:33:54.748860,No subcategories available
1287,"Salsa (medium to hot,
according to taste)",ENG,pending,skipped,2025-08-20T19:33:54.748958,No subcategories available
1289,"Godiva chocolate liqueur (or
crème de cacao)",ENG,pending,completed,2025-08-20T19:33:58.350387,
1286,Freezer-chilled citron vodka,ENG,pending,completed,2025-08-20T19:33:59.778935,
1292,Grated lime zest (optional),ENG,completed,pending,2025-08-20T19:34:05.210784,
1290,"Orangina (or other sparkling
orange beverage)",ENG,completed,pending,2025-08-20T19:34:05.640496,
1294,Fresh mint leaves,ENG,completed,pending,2025-08-20T19:34:05.714223,
1293,"Triple sec (or other orange
liqueur)",ENG,completed,pending,2025-08-20T19:34:06.394330,
1291,"Box sparkling mandarin
orange gelatin (or orange gelatin)",ENG,completed,pending,2025-08-20T19:34:06.498789,
1294,Fresh mint leaves,ENG,pending,skipped,2025-08-20T19:34:07.521389,No subcategories available
1291,"Box sparkling mandarin
orange gelatin (or orange gelatin)",ENG,pending,skipped,2025-08-20T19:34:07.521284,No subcategories available
1292,Grated lime zest (optional),ENG,pending,skipped,2025-08-20T19:34:07.508653,No subcategories available
1293,"Triple sec (or other orange
liqueur)",ENG,pending,completed,2025-08-20T19:34:10.435547,
1290,"Orangina (or other sparkling
orange beverage)",ENG,pending,completed,2025-08-20T19:34:10.625784,
1297,"Chilled jamaican ginger beer
or ginger ale",ENG,completed,pending,2025-08-20T19:34:15.881946,
1298,"Softened coconut sorbet or coconut
gelato",ENG,completed,pending,2025-08-20T19:34:16.990498,
1295,"Simple syrup (or 1 tablespoon
superfine sugar)",ENG,completed,pending,2025-08-20T19:34:17.408325,
1296,Fresh cilantro leaves,ENG,completed,pending,2025-08-20T19:34:17.609088,
1299,Chilled,ENG,completed,pending,2025-08-20T19:34:17.706167,
1298,"Softened coconut sorbet or coconut
gelato",ENG,pending,skipped,2025-08-20T19:34:18.715767,No subcategories available
1295,"Simple syrup (or 1 tablespoon
superfine sugar)",ENG,pending,skipped,2025-08-20T19:34:18.713583,No subcategories available
1296,Fresh cilantro leaves,ENG,pending,skipped,2025-08-20T19:34:18.713507,No subcategories available
1299,Chilled,ENG,pending,skipped,2025-08-20T19:34:18.715937,No subcategories available
1297,"Chilled jamaican ginger beer
or ginger ale",ENG,pending,completed,2025-08-20T19:34:22.821029,
1302,Ginger syrup (see page 73),ENG,completed,pending,2025-08-20T19:34:28.860801,
1304,Chilled tomato or v8 juice,ENG,completed,pending,2025-08-20T19:34:28.891110,
1301,Chilled filtered water,ENG,completed,pending,2025-08-20T19:34:30.088390,
1300,"Chilled ginger beer or ginger
ale",ENG,completed,pending,2025-08-20T19:34:30.552426,
1303,"Papaya, peeled, seeded, and cubed",ENG,completed,pending,2025-08-20T19:34:30.977609,
1302,Ginger syrup (see page 73),ENG,pending,skipped,2025-08-20T19:34:31.987984,No subcategories available
1301,Chilled filtered water,ENG,pending,skipped,2025-08-20T19:34:31.988112,No subcategories available
1303,"Papaya, peeled, seeded, and cubed",ENG,pending,skipped,2025-08-20T19:34:31.991309,No subcategories available
1304,Chilled tomato or v8 juice,ENG,pending,skipped,2025-08-20T19:34:31.991495,No subcategories available
1300,"Chilled ginger beer or ginger
ale",ENG,pending,completed,2025-08-20T19:34:37.976243,
1308,Cold beef broth or bouillon,ENG,completed,pending,2025-08-20T19:34:43.302384,
1305,"Fresh peppermint leaves (or 1
teaspoon dried peppermint)",ENG,completed,pending,2025-08-20T19:34:43.759482,
1306,Angostura or other bitters,ENG,completed,pending,2025-08-20T19:34:45.964355,
1307,Chilled guinness,ENG,completed,pending,2025-08-20T19:34:46.575116,
1305,"Fresh peppermint leaves (or 1
teaspoon dried peppermint)",ENG,pending,skipped,2025-08-20T19:34:47.586346,No subcategories available
1308,Cold beef broth or bouillon,ENG,pending,completed,2025-08-20T19:34:51.797588,
1306,Angostura or other bitters,ENG,pending,completed,2025-08-20T19:34:51.989613,
1307,Chilled guinness,ENG,pending,completed,2025-08-20T19:34:53.754556,
