ingredient_id,ingredient_name,subcategory_name,subcategory_id,processing_time,error_description
1337,Ликер банановый,Ликер фруктовый,1509,0:00:00,
1338,Ликер травяной green ликер мятный green  chartreuse,Ликер мятный,217,0:00:00,
1339,"Ликер southern
comfort",Ликер фруктовый,1509,0:00:00,
1340,Ликер campari bitter,Ликер травяной и пряный,1512,0:00:00,
1341,Ликер curacao triplesec,Ликер фруктовый,1509,0:00:00,
1342,"Ликер southern
comfor",Ликер фруктовый,1509,0:00:00,
1343,"Ликер травяной benedictine
d.o.m",Ликер травяной и пряный,1512,0:00:00,
1344,Ликер цитрусовый сurasao,Ликер фруктовый,1509,0:00:00,
1345,Ликер цитрусовые triple sec,Ликер фруктовый,1509,0:00:00,
1346,"Ликер creme de
cassis",Ликер ягодный,221,0:00:00,
1347,"Ликер greme
de menthe",Ликер мятный,217,0:00:00,
1348,Ликер коньячный grand marnier,Ликер фруктовый,1509,0:00:00,
1349,Ликер шоколданый  creme de cacao,,,0:00:00,Ingredient Ликер шоколданый  creme de cacao has no category
1350,Ликер цитрусовый curasao blue,Ликер фруктовый,1509,0:00:00,
1351,Ликер свекольный  curasao triple sec,Ликер фруктовый,1509,0:00:00,
1353,Ликер шоколадный  creme de cacao,,,0:00:00,Ingredient Ликер шоколадный  creme de cacao has no category
1354,Ликер цитрусовый curasao вlue,Ликер фруктовый,1509,0:00:00,
1355,Ликер pisang ambon;,Ликер фруктовый,1509,0:00:00,
1356,Ликер цитрусовый сurasao triple sec,Ликер фруктовый,1509,0:00:00,
1357,"Водка finlandia
redberry",Водка ягодная,1477,0:00:00,
1358,"Ликер сurasao triple
sec",Ликер фруктовый,1509,0:00:00,
1359,Ликер фруктовый peach schnapps,Ликер фруктовый,1509,0:00:00,
1360,"Ликер пряный sîuthern
comfort",Ликер травяной и пряный,1512,0:00:00,
1361,Ликер дыневый midori,Ликер фруктовый,1509,0:00:00,
1362,"Ликер jaune
chartreuså",,,0:00:00,"Ingredient Ликер jaune
chartreuså has no category"
1363,Можжевеловая настойка  genever,Ликер травяной и пряный,1512,0:00:00,
1364,"Ликер creme de
banane",,,0:00:00,"Ingredient Ликер creme de
banane has no category"
1365,"Ликер мятный creme
de menthe",,,0:00:00,"Ingredient Ликер мятный creme
de menthe has no category"
1366,"Ликер  цитрусовый сurasao triple
sec",,,0:00:00,"Ingredient Ликер  цитрусовый сurasao triple
sec has no category"
1367,"Ликер benedictine
d.o.m",,,0:00:00,"Ingredient Ликер benedictine
d.o.m has no category"
1368,"Ликер creme
de menthe",,,0:00:00,"Ingredient Ликер creme
de menthe has no category"
1369,Желтый ликер ликер мятный green  chartreuse,,,0:00:00,Ingredient Желтый ликер ликер мятный green  chartreuse has no category
1370,Светлый или темный ром,,,0:00:00,Ingredient Светлый или темный ром has no category
1371,Ликер коньячный gran marnier,,,0:00:00,Ingredient Ликер коньячный gran marnier has no category
1373,Текила белая,,,0:00:00,Ingredient Текила белая has no category
1375,Текила золотая sierra,,,0:00:00,Ingredient Текила золотая sierra has no category
1376,Ликерликер свекольный  curasao triple sec,,,0:00:00,Ingredient Ликерликер свекольный  curasao triple sec has no category
1377,Апельсиновый ликер  de kuyper triple sec,,,0:00:00,Ingredient Апельсиновый ликер  de kuyper triple sec has no category
1378,Ликер апельсиновый de kuyper triple sec,,,0:00:00,Ingredient Ликер апельсиновый de kuyper triple sec has no category
1379,Ликер зеленый crème de menthe,,,0:00:00,Ingredient Ликер зеленый crème de menthe has no category
1380,Ликер мандариновый,,,0:00:00,Ingredient Ликер мандариновый has no category
1381,Текила серебряная sierra,,,0:00:00,Ingredient Текила серебряная sierra has no category
1382,Ликер малиновый,,,0:00:00,Ingredient Ликер малиновый has no category
1383,Текила серебряная sierra silver,,,0:00:00,Ingredient Текила серебряная sierra silver has no category
1384,Ликер персиковый,,,0:00:00,Ingredient Ликер персиковый has no category
1385,Водка грушевая williamsbirne,,,0:00:00,Ingredient Водка грушевая williamsbirne has no category
1386,Ликер зеленый банановый,,,0:00:00,Ingredient Ликер зеленый банановый has no category
1387,Ликер  кофейный amaretto,,,0:00:00,Ingredient Ликер  кофейный amaretto has no category
1388,Ликер светлый crème de cacao,,,0:00:00,Ingredient Ликер светлый crème de cacao has no category
1390,Ликер яблочный,Ликер фруктовый,1509,0:00:00,
1391,Ликер темный crème de cacao,,,0:00:00,Ingredient Ликер темный crème de cacao has no category
1392,Ликер  вишневый grenadine,Ликер ягодный,221,0:00:00,
1393,Ликер зеленый мятный,Ликер мятный,217,0:00:00,
1395,Ликер травяной benedictine d.o.m.,Ликер травяной и пряный,1512,0:00:00,
1396,Вермут сухой,Вино белое сухое,1401,0:00:00,
1397,Ликер  вишневый maraschino,Ликер ягодный,221,0:00:00,
4,99.Bananas Liqueur,Liqueur fruit,1510,0:00:00,
5,Absinthe,Absinthe green,1526,0:00:00,
6,Absinthe Substitute,Absinthe green,1526,0:00:00,
7,Aged Bacardi,Rum golden (amber),1493,0:00:00,
10,"Alizé De France Passion Fruit
Liqueur",Liqueur fruit,1510,0:00:00,
15,Angostura Bitter,Liqueur herbal and spiced,1513,0:00:00,
31,Bacardi Light,"Rum white (silver, light)",1492,0:00:00,
43,Black Sambuca,Liqueur herbal and spiced,1513,0:00:00,
70,Cachaça Rum,"Rum white (silver, light)",1492,0:00:00,
100,Citrónge,Liqueur fruit,1510,0:00:00,
131,Crème De Mûre,Liqueur berry,428,0:00:00,
142,Curasao Triple Sec,Ликер фруктовый,1509,0:00:00,
174,Freezer- Citron Vodka,Vodka citrus,140,0:00:00,
218,Gin,Vodka herbal,1481,0:00:00,
224,Ginger-Infused Vodka,Vodka spiced,142,0:00:00,
259,Guinnes,Beer stout,1444,0:00:00,
260,Guinness,Beer stout,1444,0:00:00,
268,Herbsaint,Liqueur herbal and spiced,1513,0:00:00,
330,Martinique Rhum Vieux,Rum dark (black),388,0:00:00,
344,Myers’S Dark,Rum dark (black),388,0:00:00,
362,Orangina,Liqueur fruit,1510,0:00:00,
392,Peychaud’S Bitter,Liqueur herbal and spiced,1513,0:00:00,
403,Pineapple-Infused Rum,Rum dark (black),388,0:00:00,
453,Silver,Liqueur honey,1518,0:00:00,
459,Slice Of Candied Ginger,Vodka spiced,142,0:00:00,
477,Stolichnaya Lemon Vodka,Vodka citrus,140,0:00:00,
509,Triple Sec Orange Liqueur,Liqueur fruit,1510,0:00:00,
516,Vanilla-Infused Rum,"Rum white (silver, light)",1492,0:00:00,
550,Апельсиновый Ликер De Kuyper Triple Sec,Ликер фруктовый,1509,0:00:00,
557,Бейлис Тирамису,Ликер сливочный,1515,0:00:00,
558,Белая Текила,Текила cеребряная или белая,415,0:00:00,
579,Вино Dubonnet Красное,Вино красное сладкое,15,0:00:00,
580,Вино Красное Полусухое,Вино красное полусухое,1400,0:00:00,
593,Водка Aquavit,Водка пряная,141,0:00:00,
594,Водка Finlandiaredberry,Водка ягодная,1477,0:00:00,
600,Грушевая Водка Williamsbirne,Водка фруктовая,1482,0:00:00,
606,Желтый Ликер Chartreuse,Ликер травяной и пряный,1512,0:00:00,
607,Зеленый Банановый Ликер,Ликер фруктовый,1509,0:00:00,
610,Зеленый Мятный Ликер,Ликер мятный,217,0:00:00,
611,Золотая Текила,Текила золотая,1374,0:00:00,
612,Золотая Текила Sierra,Текила золотая,1374,0:00:00,
618,Калуа,Ликер кофейный,213,0:00:00,
640,Ликер Amaretto,Ликер ореховый,1516,0:00:00,
641,Ликер Angostura,Ликер травяной и пряный,1512,0:00:00,
642,Ликер Anisette,Ликер травяной и пряный,1512,0:00:00,
649,Ликер Benedictine Dom,Ликер травяной и пряный,1512,0:00:00,
650,Ликер Cherry Brandy,Ликер ягодный,221,0:00:00,
652,Ликер Cointreau,Ликер фруктовый,1509,0:00:00,
656,Ликер Creme Debanane,Ликер фруктовый,1509,0:00:00,
657,Ликер Creme Decassis,Ликер ягодный,221,0:00:00,
658,Ликер Cremede Menthe,Ликер мятный,217,0:00:00,
665,Ликер Curacao Triple Sec,Ликер фруктовый,1509,0:00:00,
667,Ликер Curasao Blue,Ликер фруктовый,1509,0:00:00,
669,Ликер Curasao Triple Sec,Ликер фруктовый,1509,0:00:00,
670,Ликер Curasao Вlue,Ликер фруктовый,1509,0:00:00,
677,Ликер Drambuie,Ликер медовый,1517,0:00:00,
679,Ликер Galliano,Ликер травяной и пряный,1512,0:00:00,
680,Ликер Gran Marnier,Ликер фруктовый,1509,0:00:00,
681,Ликер Grand Marnier,Ликер фруктовый,1509,0:00:00,
682,Ликер Green Chartreuse,Ликер травяной и пряный,1512,0:00:00,
683,Ликер Greenchartreuse,Ликер травяной и пряный,1512,0:00:00,
685,Ликер Gremede Menthe,Ликер мятный,217,0:00:00,
686,Ликер Grenadine,Ликер фруктовый,1509,0:00:00,
689,Ликер Jaunechartreuså,Ликер травяной и пряный,1512,0:00:00,
693,Ликер Maraschino,Ликер фруктовый,1509,0:00:00,
694,Ликер Midori,Ликер фруктовый,1509,0:00:00,
699,Ликер Peach Schnapps,Ликер фруктовый,1509,0:00:00,
704,Ликер Southerncomfor,Ликер фруктовый,1509,0:00:00,
705,Ликер Southerncomfort,Ликер фруктовый,1509,0:00:00,
706,Ликер Sîutherncomfort,Ликер фруктовый,1509,0:00:00,
707,Ликер Triple Sec,Ликер фруктовый,1509,0:00:00,
708,Ликер Yellowchartreuse,Ликер травяной и пряный,1512,0:00:00,
709,Ликер Личи,Ликер фруктовый,1509,0:00:00,
712,Ликер Сurasao,Ликер фруктовый,1509,0:00:00,
713,Ликер Сurasao Triple Sec,Ликер фруктовый,1509,0:00:00,
714,Ликер Сurasao Triplesec,Ликер фруктовый,1509,0:00:00,
766,Серебряная Текила Sierra,Текила cеребряная или белая,415,0:00:00,
800,Текила Sierra Silver,Текила cеребряная или белая,415,0:00:00,
815,Яблочный Ликер,Ликер фруктовый,1509,0:00:00,
1113,"Mandarine Napoléon Liqueur (Or
Triple Sec)",Liqueur fruit,1510,0:00:00,
1121,"Mandarine Napoléon (Or Other
Orange Liqueur)",Liqueur fruit,1510,0:00:00,
1122,"Crème De Mûre (Blackberry
Liqueur)",Liqueur berry,428,0:00:00,
